Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Approve,Disapprove,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
Morning Consult,2016-04-26,2016-04-29,2016-04-29T17:59:01Z,733,Registered Voters - Democrat,Internet,78.0,19.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24409,https://morningconsultintelligence.com/media/mc/160408_topline_trend_v3_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-26,2016-04-29,2016-04-29T17:59:01Z,573,Registered Voters - Republican,Internet,15.0,83.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24409,https://morningconsultintelligence.com/media/mc/160408_topline_trend_v3_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-26,2016-04-29,2016-04-29T17:59:01Z,658,Registered Voters - independent,Internet,41.0,53.0,6.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24409,https://morningconsultintelligence.com/media/mc/160408_topline_trend_v3_AP.pdf,Nonpartisan,None,,1
Rasmussen,2016-04-26,2016-04-28,2016-04-29T14:57:23Z,1500,Likely Voters,IVR/Online,50.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24402,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
IBD/TIPP,2016-04-22,2016-04-28,2016-05-01T19:16:05Z,903,Adults,Live Phone,49.0,44.0,8.0,http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24414,http://www.investors.com/politics/trump-gains-ground-on-clinton-but-both-have-sky-high-negatives/,Nonpartisan,None,,1
IBD/TIPP,2016-04-22,2016-04-28,2016-05-01T19:16:05Z,311,Adults - Democrat,Live Phone,83.0,12.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24414,http://www.investors.com/politics/trump-gains-ground-on-clinton-but-both-have-sky-high-negatives/,Nonpartisan,None,,1
IBD/TIPP,2016-04-22,2016-04-28,2016-05-01T19:16:05Z,265,Adults - Republican,Live Phone,11.0,83.0,7.0,http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24414,http://www.investors.com/politics/trump-gains-ground-on-clinton-but-both-have-sky-high-negatives/,Nonpartisan,None,,1
IBD/TIPP,2016-04-22,2016-04-28,2016-05-01T19:16:05Z,310,Adults - independent,Live Phone,49.0,41.0,11.0,http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24414,http://www.investors.com/politics/trump-gains-ground-on-clinton-but-both-have-sky-high-negatives/,Nonpartisan,None,,1
Gallup,2016-04-25,2016-04-27,2016-04-28T17:01:57Z,1500,Adults,Live Phone,49.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24396,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-23,2016-04-27,2016-04-28T16:36:01Z,2116,Adults,Internet,46.0,49.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24395,http://big.assets.huffingtonpost.com/ReutersTrackingCorePolitical4.27.2016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-23,2016-04-27,2016-04-28T16:36:01Z,921,Adults - Democrat,Internet,78.0,20.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24395,http://big.assets.huffingtonpost.com/ReutersTrackingCorePolitical4.27.2016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-23,2016-04-27,2016-04-28T16:36:01Z,762,Adults - Republican,Internet,13.0,86.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24395,http://big.assets.huffingtonpost.com/ReutersTrackingCorePolitical4.27.2016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-23,2016-04-27,2016-04-28T16:36:01Z,245,Adults - independent,Internet,31.0,62.0,7.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24395,http://big.assets.huffingtonpost.com/ReutersTrackingCorePolitical4.27.2016.pdf,Nonpartisan,None,,1
YouGov/Economist,2016-04-22,2016-04-26,2016-04-27T19:19:10Z,2000,Adults,Internet,47.0,47.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24389,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iy6gsf35t3/trackingreport.pdf,Nonpartisan,None,,1
YouGov/Economist,2016-04-22,2016-04-26,2016-04-27T19:19:10Z,740,Adults - Democrat,Internet,79.0,17.0,4.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24389,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iy6gsf35t3/trackingreport.pdf,Nonpartisan,None,,1
YouGov/Economist,2016-04-22,2016-04-26,2016-04-27T19:19:10Z,506,Adults - Republican,Internet,11.0,88.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24389,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iy6gsf35t3/trackingreport.pdf,Nonpartisan,None,,1
YouGov/Economist,2016-04-22,2016-04-26,2016-04-27T19:19:10Z,754,Adults - independent,Internet,40.0,51.0,10.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24389,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iy6gsf35t3/trackingreport.pdf,Nonpartisan,None,,1
Rasmussen,2016-04-21,2016-04-25,2016-04-26T14:22:19Z,1500,Likely Voters,IVR/Online,51.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24361,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2016-04-22,2016-04-24,2016-04-25T17:01:20Z,1500,Adults,Live Phone,52.0,45.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24347,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Suffolk/USA Today,2016-04-20,2016-04-24,2016-04-25T19:13:35Z,1000,Likely Voters,Live Phone,46.0,45.0,9.0,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-24356,http://www.suffolk.edu/academics/10741.php,Nonpartisan,None,,1
Suffolk/USA Today,2016-04-20,2016-04-24,2016-04-25T19:13:35Z,357,Likely Voters - Democrat,Live Phone,84.0,8.0,8.0,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-24356,http://www.suffolk.edu/academics/10741.php,Nonpartisan,None,,1
Suffolk/USA Today,2016-04-20,2016-04-24,2016-04-25T19:13:35Z,305,Likely Voters - Republican,Live Phone,6.0,88.0,6.0,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-24356,http://www.suffolk.edu/academics/10741.php,Nonpartisan,None,,1
Suffolk/USA Today,2016-04-20,2016-04-24,2016-04-25T19:13:35Z,338,Likely Voters - independent,Live Phone,43.0,45.0,12.0,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-24356,http://www.suffolk.edu/academics/10741.php,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-04-18,2016-04-24,2016-04-26T14:31:39Z,10707,Adults,Internet,50.0,50.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24362,http://www.nbcnews.com/politics/2016-election/poll-trump-reaches-50-percent-support-nationally-first-time-n562061,Nonpartisan,None,,1
Morning Consult,2016-04-20,2016-04-22,2016-04-29T18:41:49Z,2003,Registered Voters,Internet,49.0,48.0,3.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24411,https://morningconsultintelligence.com/media/mc/160407_topline_trend_v5_KD.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-20,2016-04-22,2016-04-29T18:41:49Z,782,Registered Voters - Democrat,Internet,80.0,18.0,1.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24411,https://morningconsultintelligence.com/media/mc/160407_topline_trend_v5_KD.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-20,2016-04-22,2016-04-29T18:41:49Z,622,Registered Voters - Republican,Internet,19.0,79.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24411,https://morningconsultintelligence.com/media/mc/160407_topline_trend_v5_KD.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-20,2016-04-22,2016-04-29T18:41:49Z,599,Registered Voters - independent,Internet,39.0,54.0,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24411,https://morningconsultintelligence.com/media/mc/160407_topline_trend_v5_KD.pdf,Nonpartisan,None,,1
Gallup,2016-04-19,2016-04-21,2016-04-22T17:06:55Z,1500,Adults,Live Phone,51.0,44.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24331,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2016-04-18,2016-04-20,2016-04-21T13:55:07Z,1500,Likely Voters,IVR/Online,49.0,50.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24322,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
GWU/Battleground,2016-04-17,2016-04-20,2016-04-25T14:20:12Z,1000,Likely Voters,Live Phone,51.0,46.0,4.0,http://elections.huffingtonpost.com/pollster/polls/gwu-battleground-24342,https://mediarelations.gwu.edu/americans-overwhelmingly-engaged-2016-election-tone-race-affecting-voters-new-gw-battleground-poll,Nonpartisan,None,,1
ARG,2016-04-17,2016-04-20,2016-04-21T16:35:44Z,1100,Adults,Live Phone,48.0,48.0,4.0,http://elections.huffingtonpost.com/pollster/polls/arg-24326,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2016-04-17,2016-04-20,2016-04-21T16:35:44Z,,Adults - Democrat,Live Phone,83.0,12.0,,http://elections.huffingtonpost.com/pollster/polls/arg-24326,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2016-04-17,2016-04-20,2016-04-21T16:35:44Z,,Adults - Republican,Live Phone,12.0,85.0,,http://elections.huffingtonpost.com/pollster/polls/arg-24326,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2016-04-17,2016-04-20,2016-04-21T16:35:44Z,,Adults - independent,Live Phone,42.0,53.0,,http://elections.huffingtonpost.com/pollster/polls/arg-24326,http://americanresearchgroup.com/economy/,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-16,2016-04-20,2016-04-21T14:08:44Z,1598,Adults,Internet,49.0,45.0,6.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24323,http://big.assets.huffingtonpost.com/2016ReutersPolitical4202016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-16,2016-04-20,2016-04-21T14:08:44Z,697,Adults - Democrat,Internet,81.0,16.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24323,http://big.assets.huffingtonpost.com/2016ReutersPolitical4202016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-16,2016-04-20,2016-04-21T14:08:44Z,546,Adults - Republican,Internet,18.0,82.0,,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24323,http://big.assets.huffingtonpost.com/2016ReutersPolitical4202016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-16,2016-04-20,2016-04-21T14:08:44Z,204,Adults - independent,Internet,38.0,52.0,10.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24323,http://big.assets.huffingtonpost.com/2016ReutersPolitical4202016.pdf,Nonpartisan,None,,1
Pew,2016-04-12,2016-04-19,2016-05-05T14:30:07Z,2008,Adults,Live Phone,48.0,47.0,5.0,http://elections.huffingtonpost.com/pollster/polls/pew-24443,http://www.people-press.org/files/2016/05/05-05-2016-Foreign-policy-topline-for-release-1.pdf,Nonpartisan,None,,1
Gallup,2016-04-16,2016-04-18,2016-04-19T17:03:15Z,1500,Adults,Live Phone,49.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24310,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Morning Consult,2016-04-15,2016-04-17,2016-04-19T15:10:17Z,2032,Registered Voters,Internet,49.0,48.0,3.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24308,https://morningconsult.com/2016/04/bernie-sanders-hillary-clinton-democratic-presidential-poll/,Nonpartisan,None,,1
Morning Consult,2016-04-15,2016-04-17,2016-04-19T15:10:17Z,775,Registered Voters - Democrat,Internet,81.0,16.0,3.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24308,https://morningconsult.com/2016/04/bernie-sanders-hillary-clinton-democratic-presidential-poll/,Nonpartisan,None,,1
Morning Consult,2016-04-15,2016-04-17,2016-04-19T15:10:17Z,624,Registered Voters - Republican,Internet,16.0,83.0,1.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24308,https://morningconsult.com/2016/04/bernie-sanders-hillary-clinton-democratic-presidential-poll/,Nonpartisan,None,,1
Morning Consult,2016-04-15,2016-04-17,2016-04-19T15:10:17Z,633,Registered Voters - independent,Internet,43.0,52.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24308,https://morningconsult.com/2016/04/bernie-sanders-hillary-clinton-democratic-presidential-poll/,Nonpartisan,None,,1
Rasmussen,2016-04-13,2016-04-17,2016-04-18T14:13:46Z,1500,Likely Voters,IVR/Online,49.0,50.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24296,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-04-11,2016-04-17,2016-04-19T14:17:06Z,13020,Adults,Internet,52.0,49.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24307,http://www.nbcnews.com/politics/2016-election/trump-leads-kasich-support-reaches-new-high-ahead-n-y-n557826,Nonpartisan,None,,1
Gallup,2016-04-13,2016-04-15,2016-04-17T15:44:57Z,1500,Adults,Live Phone,49.0,47.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24291,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
NBC/WSJ,2016-04-10,2016-04-14,2016-04-18T21:05:54Z,1000,Registered Voters,Live Phone,49.0,48.0,3.0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24305,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/16229%20NBCWSJ%20April%20Poll.pdf,Nonpartisan,None,,1
FOX,2016-04-11,2016-04-13,2016-04-14T22:06:00Z,1021,Registered Voters,Live Phone,49.0,47.0,5.0,http://elections.huffingtonpost.com/pollster/polls/fox-24280,http://www.foxnews.com/politics/interactive/2016/04/14/fox-news-poll-national-release-april-14-2016/,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-09,2016-04-13,2016-04-14T19:37:25Z,1680,Adults,Internet,48.0,48.0,4.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24278,http://big.assets.huffingtonpost.com/2016ReuterTracking4132016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-09,2016-04-13,2016-04-14T19:37:25Z,732,Adults - Democrat,Internet,81.0,17.0,2.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24278,http://big.assets.huffingtonpost.com/2016ReuterTracking4132016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-09,2016-04-13,2016-04-14T19:37:25Z,622,Adults - Republican,Internet,15.0,84.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24278,http://big.assets.huffingtonpost.com/2016ReuterTracking4132016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-09,2016-04-13,2016-04-14T19:37:25Z,189,Adults - independent,Internet,36.0,59.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24278,http://big.assets.huffingtonpost.com/2016ReuterTracking4132016.pdf,Nonpartisan,None,,1
Gallup,2016-04-10,2016-04-12,2016-04-13T17:02:18Z,1500,Adults,Live Phone,47.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24269,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2016-04-10,2016-04-12,2016-04-13T14:51:47Z,1500,Likely Voters,IVR/Online,49.0,50.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24263,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
CBS,2016-04-08,2016-04-12,2016-04-15T03:29:08Z,1320,Adults,Live Phone,45.0,46.0,9.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24281,https://www.scribd.com/doc/308688053/Toplines-CBS-News-Democratic-presidential-race-poll-4-14-16,Nonpartisan,None,,1
CBS,2016-04-08,2016-04-12,2016-04-15T03:29:08Z,,Adults - Democrat,Live Phone,81.0,14.0,5.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24281,https://www.scribd.com/doc/308688053/Toplines-CBS-News-Democratic-presidential-race-poll-4-14-16,Nonpartisan,None,,1
CBS,2016-04-08,2016-04-12,2016-04-15T03:29:08Z,,Adults - Republican,Live Phone,8.0,87.0,5.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24281,https://www.scribd.com/doc/308688053/Toplines-CBS-News-Democratic-presidential-race-poll-4-14-16,Nonpartisan,None,,1
CBS,2016-04-08,2016-04-12,2016-04-15T03:29:08Z,,Adults - independent,Live Phone,45.0,40.0,15.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24281,https://www.scribd.com/doc/308688053/Toplines-CBS-News-Democratic-presidential-race-poll-4-14-16,Nonpartisan,None,,1
Morning Consult,2016-04-08,2016-04-11,2016-04-19T18:40:58Z,4015,Registered Voters,Internet,48.0,48.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24312,https://morningconsultintelligence.com/media/mc/160403_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-08,2016-04-11,2016-04-19T18:40:58Z,1517,Registered Voters - Democrat,Internet,81.0,17.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24312,https://morningconsultintelligence.com/media/mc/160403_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-08,2016-04-11,2016-04-19T18:40:58Z,1118,Registered Voters - Republican,Internet,14.0,84.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24312,https://morningconsultintelligence.com/media/mc/160403_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-08,2016-04-11,2016-04-19T18:40:58Z,1379,Registered Voters - independent,Internet,41.0,52.0,7.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24312,https://morningconsultintelligence.com/media/mc/160403_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
YouGov/Economist,2016-04-08,2016-04-11,2016-04-13T15:34:28Z,2000,Adults,Internet,47.0,51.0,3.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24266,https://today.yougov.com/news/2016/04/13/tale-two-conventions/,Nonpartisan,None,,1
YouGov/Economist,2016-04-08,2016-04-11,2016-04-13T15:34:28Z,794,Adults - Democrat,Internet,81.0,16.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24266,https://today.yougov.com/news/2016/04/13/tale-two-conventions/,Nonpartisan,None,,1
YouGov/Economist,2016-04-08,2016-04-11,2016-04-13T15:34:28Z,499,Adults - Republican,Internet,11.0,89.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24266,https://today.yougov.com/news/2016/04/13/tale-two-conventions/,Nonpartisan,None,,1
YouGov/Economist,2016-04-08,2016-04-11,2016-04-13T15:34:28Z,707,Adults - independent,Internet,36.0,57.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24266,https://today.yougov.com/news/2016/04/13/tale-two-conventions/,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-04-04,2016-04-10,2016-04-12T14:40:57Z,12692,Adults,Internet,50.0,50.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24251,http://www.nbcnews.com/politics/2016-election/poll-voters-split-between-clinton-trump-hypothetical-november-matchup-n554306,Nonpartisan,None,,1
Gallup,2016-04-07,2016-04-09,2016-04-10T18:52:57Z,1500,Adults,Live Phone,51.0,45.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24244,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2016-04-05,2016-04-07,2016-04-08T15:15:05Z,1500,Likely Voters,IVR/Online,52.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24233,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2016-04-04,2016-04-06,2016-04-07T17:17:11Z,1500,Adults,Live Phone,52.0,44.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24227,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-02,2016-04-06,2016-04-08T14:18:30Z,1526,Adults,Internet,46.0,50.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24232,http://www.ipsos-na.com/download/pr.aspx?id=15462,Nonpartisan,None,,1
